ID,Y,公告发布时间_x,2018年_上市公司供应商信息_项目名称,2018年_上市公司供应商信息_供应商中标价格,2019年_上市公司供应商信息_项目名称,2019年_上市公司供应商信息_供应商中标价格,2020年_上市公司供应商信息_项目名称,2020年_上市公司供应商信息_供应商中标价格,2021年_上市公司供应商信息_项目名称,2021年_上市公司供应商信息_供应商中标价格,2022年_上市公司供应商信息_项目名称,2022年_上市公司供应商信息_供应商中标价格,2023年_上市公司供应商信息_项目名称,2023年_上市公司供应商信息_供应商中标价格,公告发布时间_y,2018年_央企供应商信息_项目名称,2018年_央企供应商信息_中标价格,2019年_央企供应商信息_项目名称,2019年_央企供应商信息_中标价格,2020年_央企供应商信息_项目名称,2020年_央企供应商信息_中标价格,2021年_央企供应商信息_项目名称,2021年_央企供应商信息_中标价格,2022年_央企供应商信息_项目名称,2022年_央企供应商信息_中标价格,2023年_央企供应商信息_项目名称,2023年_央企供应商信息_中标价格,公告发布时间,2018年_政府供应商信息_项目名称,2018年_政府供应商信息_中标价格,2019年_政府供应商信息_项目名称,2019年_政府供应商信息_中标价格,2020年_政府供应商信息_项目名称,2020年_政府供应商信息_中标价格,2021年_政府供应商信息_项目名称,2021年_政府供应商信息_中标价格,2022年_政府供应商信息_项目名称,2022年_政府供应商信息_中标价格,2023年_政府供应商信息_项目名称,2023年_政府供应商信息_中标价格
corp_1004819,0.0,3.0,,,,,,,,,,,,,3.0,,,,,2.0,0.0,2.0,13264000.0,1.0,1675200.0,,,,,,,,,,,,,,,
corp_1003186,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,9.0,2.0,899000.0,2.0,0.0,1.0,0.0,3.0,3248000.0,1.0,18500.0,,
corp_1003377,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,3750000.0,,,,,1.0,,,,,,,1.0,620000.0,,,,
corp_1002590,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004648,1.0,1.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000616,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,8000000.0,,,,,,,,,,,,,,,,,,,
corp_1000607,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,41955165.5,,,,,3.0,,,,,1.0,1400000.0,2.0,1997663.0,1.0,1337247.0,,
corp_1004438,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,1.0,,,,,,,2.0,12872400.0,,,,
corp_1000440,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002128,0.0,2.0,,,,,,,,,,,,,2.0,,,2.0,4296800.0,,,,,3.0,391680.0,,,9.0,10.0,13822800.0,20.0,53508650.0,22.0,40937600.0,19.0,19062994.0,18.0,160956186.0,2.0,0.0
corp_1000114,1.0,2.0,,,,,,,,,,,,,4.0,,,,,2.0,0.0,3.0,3802100.0,1.0,0.0,,,4.0,,,,,,,4.0,13560000.0,1.0,1509500.0,,
corp_1004647,0.0,1.0,,,,,,,,,,,,,3.0,,,1.0,0.0,1.0,1760700.0,2.0,0.0,,,,,,,,,,,,,,,,,
corp_1002129,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2800000.0,,,1.0,,,,,,,1.0,9897295.7,,,,
corp_1000242,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000683,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002716,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,5250000.0,,,,,,,,,,,,,,,,,
corp_1000913,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002026,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,1.0,4428000.0,,
corp_1003323,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002641,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000609,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000466,0.0,8.0,,,,,,,,,,,,,7.0,7.0,846232468.34,14.0,1878226870.6599998,35.0,3737085900.4,65.0,11393376420.030489,60.0,13301535217.87,5.0,3670000.0,6.0,,,6.0,619399835.04,14.0,247590895.38,29.0,2879746454.09,26.0,6804841020.84,1.0,0.0
corp_1003000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003169,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003938,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003907,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000741,1.0,7.0,,,,,,,,,,,,,2.0,1.0,0.0,,,,,,,1.0,720000.0,,,3.0,,,,,2.0,1838589.1,1.0,0.0,1.0,0.0,,
corp_1002189,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003428,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003819,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004120,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,541.0,4.0,130000.0,,,3.0,1557704.0,,
corp_1004983,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002204,1.0,4.0,,,,,,,,,,,,,4.0,,,1.0,0.0,,,2.0,0.0,3.0,8795450.0,,,,,,,,,,,,,,,
corp_1001866,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,19850000.0,,,,,,,,,,,,,,,
corp_1003331,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002615,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002133,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004832,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001929,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,3850.0,,,,,,,,,,,,,,,,,,,
corp_1001095,0.0,,,,,,,,,,,,,,1.0,,,1.0,1.54,,,,,,,,,,,,,,,,,,,,,
corp_1002200,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,1.0,7380000.0,,,,,,,,,,,,,,,,,
corp_1000883,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004352,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003566,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002418,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004520,1.0,2.0,,,,,,,,,,,,,3.0,,,1.0,0.0,,,2.0,1575122.0,1.0,0.0,,,,,,,,,,,,,,,
corp_1001161,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003135,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001059,1.0,1.0,,,,,,,,,,,,,2.0,,,2.0,6725390.0,,,,,,,1.0,0.0,1.0,,,1.0,2925000.0,,,,,,,,
corp_1001330,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000720,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001287,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002047,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001167,1.0,4.0,,,,,,,,,,,,,5.0,5.0,0.0,6.0,2623000.0,7.0,411003.0,4.0,0.0,6.0,3853400.0,,,,,,,,,,,,,,,
corp_1000649,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002725,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,3.0,,,2.0,336961.75,2.0,12701949.04,,,,,,
corp_1004990,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002498,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1998000.0,,,,,1.0,599500.0,,
corp_1004719,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003009,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001133,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003208,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000932,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002829,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,5760000.0,,,,,,,,,,,,,,,,,
corp_1000650,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000324,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003108,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000027,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004829,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,153000.0,,,,,,,2.0,,,2.0,1124000.0,1.0,0.0,,,,,,
corp_1000311,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002743,0.0,,,,,,,,,,,,,,7.0,3.0,0.0,3.0,604000.0,4.0,60000.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,5.0,8130000.0,6.0,13410000.0,,
corp_1001308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003707,1.0,4.0,,,,,,,,,,,,,3.0,,,1.0,0.0,2.0,0.0,,,7.0,5098000.0,,,5.0,,,2.0,251000.0,2.0,1498000.0,2.0,0.0,3.0,4682000.0,,
corp_1003954,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,0.0,,,5.0,1.0,0.0,4.0,1466800.0,2.0,40400.0,1.0,42400.0,,,,
corp_1002021,0.0,2.0,,,,,,,,,,,,,6.0,1.0,0.0,12.0,131490.0,11.0,442700.0,4.0,188120.0,,,,,2.0,1.0,0.0,1.0,15000.0,,,,,,,,
corp_1002472,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001488,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002164,1.0,2.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,,,5.0,0.0,,,,,,,,,,,,,,,
corp_1002081,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,980000.0,1.0,1798000.0,1.0,0.0
corp_1002925,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002502,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004920,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001145,1.0,4.0,,,,,,,,,,,,,5.0,,,11.0,857250.0,20.0,0.0,10.0,70500.0,10.0,29979809.0,,,1.0,,,,,,,,,1.0,0.0,,
corp_1000187,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001968,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004061,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002107,0.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,2.0,2893330.0,,,,,,,,,,,,,,,
corp_1003624,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,1.0,,,,,,,,,1.0,300000.0,,
corp_1001694,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002670,1.0,5.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1004425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000246,1.0,3.0,,,,,,,,,,,,,4.0,1.0,20171016.0,,,3.0,8522200.0,4.0,9225340.0,1.0,2935000.0,,,1.0,,,,,,,,,,,,
corp_1000388,1.0,,,,,,,,,,,,,,3.0,,,,,1.0,1551600.0,2.0,37310.0,1.0,4360.0,,,,,,,,,,,,,,,
corp_1003413,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,
corp_1004064,0.0,5.0,,,,,,,,,,,,,7.0,4.0,0.0,8.0,2699648.0,8.0,8117500.0,3.0,2608356.0,22.0,16183204.32,,,12.0,4.0,38168.0,6.0,14308655.2,2.0,3152058.0,2.0,2558674.0,5.0,5040444.0,,
corp_1001041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003306,1.0,5.0,,,,,,,,,,,,,9.0,2.0,0.0,1.0,0.0,2.0,248000.0,2.0,1834500.0,11.0,6651000.0,1.0,0.0,5.0,2.0,644000.0,6.0,3115200.0,7.0,1139200.0,8.0,6353000.0,10.0,1688600.0,,
corp_1004553,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004750,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001021,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,5142000.0,,,,,,,,,,,,,,,,,
corp_1000330,0.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1159854.5,,,,,,,,,,,,,,,,,,,
corp_1002634,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001559,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001787,0.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
corp_1002885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000533,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1495000.0,,,,,,,,,,,,,,,
corp_1004476,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002644,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,3.0,1150000.0,1.0,0.0,,,2.0,,,,,,,5.0,12855037.0,6.0,7153500.0,,
corp_1003046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000363,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001931,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000378,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000600,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,5.0,1.0,0.0,1.0,238000.0,3.0,2551000.0,2.0,950000.0,3.0,2880000.0,,
corp_1003178,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000983,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1589600.0,,,,
corp_1003162,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002235,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003039,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004549,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000848,0.0,6.0,,,,,,,,,,,,,7.0,1.0,0.0,17.0,177000.0,33.0,210000.0,33.0,0.0,33.0,1427000.0,2.0,0.0,,,,,,,,,,,,,
corp_1003456,1.0,7.0,,,,,,,,,,,,,8.0,2.0,30870000.0,4.0,11361900.0,3.0,3600000.0,7.0,15455165.0,14.0,224975253.25,1.0,0.0,4.0,,,2.0,4951746.0,,,,,,,,
corp_1000416,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,14.0,2.0,8060000.0,7.0,39496580.0,3.0,16498500.0,5.0,2965000.0,4.0,41903385.14,,
corp_1003759,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
corp_1001265,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,1229234.52,5.0,18770000.0,,,1.0,,,,,,,,,,,,
corp_1004683,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004789,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004635,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003660,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002854,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001479,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,649000.0,,,,,1.0,487700.0,,
corp_1002394,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,193000.0,,,,,,,,
corp_1000487,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004090,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,1.0,292600.0,2.0,430500.0,,,1.0,,,,,,,1.0,469800.0,,,,
corp_1001943,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002627,0.0,5.0,,,,,,,,,,,,,6.0,4.0,12321885.75,7.0,0.0,6.0,0.0,2.0,202891500.0,18.0,596892548.14,1.0,0.0,,,,,,,,,,,,,
corp_1002309,1.0,6.0,,,,,,,,,,,,,6.0,,,6.0,3522110.0,5.0,16599980.0,8.0,30600112.0,2.0,0.0,3.0,0.0,,,,,,,,,,,,,
corp_1002022,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,983000.0,,
corp_1002852,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003352,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001071,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000112,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000714,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004937,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004605,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004626,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,7316178.0,,,4.0,4764010.0,2.0,1042800.0,,,,
corp_1002033,0.0,3.0,,,,,,,,,,,,,3.0,,,,,2.0,798897.92,3.0,586378.22,2.0,0.0,,,4.0,,,,,8.0,17343154.6,1.0,0.0,6.0,9885094.0,1.0,596000.0
corp_1002255,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003565,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,2.0,0.0,1.0,2971000.0,1.0,0.0,,,,
corp_1001821,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,271000.0,,
corp_1003494,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,2.0,6396134.0,,,,,,,,,,,,,,,,,
corp_1004220,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002645,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004776,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,5100000.0,2.0,,,1.0,143000.0,,,,,1.0,2158000.0,,
corp_1004965,0.0,10.0,,,,,,,,,,,,,10.0,29.0,0.0,125.0,28339392.69,95.0,7453570.76,98.0,28156958.13,51.0,43368577.0,8.0,629540.0,,,,,,,,,,,,,
corp_1000969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000226,1.0,,,,,,,,,,,,,,7.0,1.0,0.0,2.0,1910000.0,2.0,10874900.56,5.0,3331193.7,4.0,20618879.05,,,4.0,,,,,2.0,10931235.0,2.0,578000.0,2.0,2874624.0,,
corp_1002419,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002388,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003051,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001958,1.0,4.0,,,,,,,,,,,,,3.0,,,2.0,169560.0,5.0,242757.0,,,4.0,0.0,,,2.0,,,,,,,1.0,1703100.0,3.0,4638400.0,,
corp_1004869,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001685,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1000672,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,9470000.0,,
corp_1001506,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,650000.0,,,,,,,,,,,,,,,,,
corp_1002504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000221,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000468,0.0,,,,,,,,,,,,,,3.0,,,1.0,6494767.2,2.0,7591620.0,6.0,80970304.0,,,,,,,,,,,,,,,,,
corp_1003572,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004079,1.0,4.0,,,,,,,,,,,,,4.0,1.0,470000.0,1.0,0.0,,,2.0,396000.0,1.0,658500.0,,,5.0,2.0,698000.0,3.0,0.0,2.0,2156000.0,3.0,2160200.0,4.0,1040000.0,,
corp_1002217,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001381,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
corp_1002664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002752,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002165,1.0,1.0,,,,,,,,,,,,,3.0,1.0,0.0,,,1.0,642080.0,1.0,3399700.0,,,,,2.0,,,,,,,1.0,0.0,2.0,333000.0,,
corp_1002907,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003471,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000040,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001648,0.0,2.0,,,,,,,,,,,,,5.0,1.0,82758773.82,,,3.0,426443458.81,5.0,810205837.17,4.0,419602666.68,,,3.0,,,,,1.0,13877756.96,,,2.0,40798580.81,,
corp_1004684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000748,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1197000.0,,,,
corp_1001181,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004083,1.0,5.0,,,,,,,,,,,,,10.0,4.0,2956710.0,10.0,4542219.58,9.0,4315000.0,19.0,4735869.0,38.0,17156199.89,4.0,1205500.0,12.0,8.0,1490000.0,18.0,3652500.0,24.0,9095089.6,33.0,14758200.0,51.0,4701113790.0,,
corp_1004807,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000789,1.0,4.0,,,,,,,,,,,,,6.0,4.0,56000.0,3.0,105413.8,5.0,437759.69,2.0,2790660.05,6.0,394806.0,2.0,0.0,,,,,,,,,,,,,
corp_1002184,0.0,4.0,,,,,,,,,,,,,7.0,1.0,0.0,4.0,767600.0,6.0,54820820.0,10.0,129950.0,14.0,3665369.0,,,,,,,,,,,,,,,
corp_1002126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004517,1.0,7.0,,,,,,,,,,,,,9.0,90.0,0.0,90.0,0.0,119.0,5980300.0,151.0,6492300.0,11.0,4650000.0,1.0,0.0,,,,,,,,,,,,,
corp_1001448,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,
corp_1003234,1.0,,,,,,,,,,,,,,5.0,,,,,2.0,3262500.0,3.0,19560316.0,7.0,45430910.0,1.0,0.0,5.0,,,3.0,930000.0,3.0,2536942.0,2.0,1405330.0,9.0,7299398.0,1.0,0.0
corp_1002333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,
corp_1000292,1.0,3.0,,,,,,,,,,,,,3.0,,,1.0,0.0,,,2.0,0.0,2.0,751650.0,,,,,,,,,,,,,,,
corp_1002365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004325,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1610000.0,,,3.0,,,2.0,4728000.0,,,1.0,1530000.0,1.0,145000.0,,
