ID,Y,公告发布时间_x,2018年_上市公司供应商信息_项目名称,2018年_上市公司供应商信息_供应商中标价格,2019年_上市公司供应商信息_项目名称,2019年_上市公司供应商信息_供应商中标价格,2020年_上市公司供应商信息_项目名称,2020年_上市公司供应商信息_供应商中标价格,2021年_上市公司供应商信息_项目名称,2021年_上市公司供应商信息_供应商中标价格,2022年_上市公司供应商信息_项目名称,2022年_上市公司供应商信息_供应商中标价格,2023年_上市公司供应商信息_项目名称,2023年_上市公司供应商信息_供应商中标价格,公告发布时间_y,2018年_央企供应商信息_项目名称,2018年_央企供应商信息_中标价格,2019年_央企供应商信息_项目名称,2019年_央企供应商信息_中标价格,2020年_央企供应商信息_项目名称,2020年_央企供应商信息_中标价格,2021年_央企供应商信息_项目名称,2021年_央企供应商信息_中标价格,2022年_央企供应商信息_项目名称,2022年_央企供应商信息_中标价格,2023年_央企供应商信息_项目名称,2023年_央企供应商信息_中标价格,公告发布时间,2018年_政府供应商信息_项目名称,2018年_政府供应商信息_中标价格,2019年_政府供应商信息_项目名称,2019年_政府供应商信息_中标价格,2020年_政府供应商信息_项目名称,2020年_政府供应商信息_中标价格,2021年_政府供应商信息_项目名称,2021年_政府供应商信息_中标价格,2022年_政府供应商信息_项目名称,2022年_政府供应商信息_中标价格,2023年_政府供应商信息_项目名称,2023年_政府供应商信息_中标价格
corp_1003153,0.0,2.0,,,,,,,,,,,,,4.0,,,,,2.0,4960000.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,,,,,,,1.0,698000.0,,,,
corp_1000005,0.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,0.0,1.0,638800.0,,,,,,,,,,,,,,,
corp_1002825,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000481,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002497,0.0,5.0,,,,,,,,,,,,,4.0,,,3.0,0.0,2.0,0.0,7.0,13166048.0,9.0,170000.0,,,,,,,,,,,,,,,
corp_1000824,0.0,4.0,,,,,,,,,,,,,3.0,,,,,1.0,0.0,1.0,35360000.0,8.0,63799107.0,,,,,,,,,,,,,,,
corp_1001976,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002558,0.0,3.0,,,,,,,,,,,,,7.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,4283000.0,7.0,94135.0,,,,,,,,,,,,,,,
corp_1004268,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003142,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003550,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002185,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004412,1.0,3.0,,,,,,,,,,,,,3.0,,,,,3.0,0.0,2.0,0.0,3.0,880000.0,,,12.0,6.0,7352100.0,10.0,7793250.0,14.0,10310000.0,31.0,20391250.0,36.0,3028626964.95,2.0,0.0
corp_1001687,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003546,1.0,4.0,,,,,,,,,,,,,4.0,,,6.0,143600.0,16.0,1609727.0,11.0,1569825.8,23.0,1850815.33,,,,,,,,,,,,,,,
corp_1002833,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004850,0.0,3.0,,,,,,,,,,,,,3.0,,,,,,,2.0,578420.0,1.0,397000.0,3.0,0.0,,,,,,,,,,,,,
corp_1003067,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004093,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004751,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001594,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001507,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001485,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002695,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004150,0.0,3.0,,,,,,,,,,,,,13.0,3.0,1016360.0,15.0,18742676.0,4.0,4692200.5,3.0,1290000.0,17.0,87246144.24,2.0,0.0,18.0,18.0,22005576.0,17.0,27049900.0,8.0,3176670.0,23.0,30511796.560000002,11.0,11379600.0,,
corp_1002742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,8390000.0,1.0,2050000.0,2.0,2840000.0,,
corp_1003120,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002260,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000038,0.0,1.0,,,,,,,,,,,,,2.0,,,,,1.0,235423.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1002278,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,5.0,6620000.0,,,1.0,,,,,,,,,2.0,726000.0,,
corp_1002629,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002696,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001525,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,866000.0,1.0,318000.0,,,5.0,1.0,592000.0,,,1.0,1048000.0,5.0,3378000.0,2.0,1207800.0,,
corp_1001223,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004338,0.0,3.0,,,,,,,,,,,,,2.0,,,,,,,1.0,1049160.0,2.0,804.5,,,1.0,,,,,1.0,17710742.0,,,,,,
corp_1003118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001628,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003608,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002152,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000314,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,780000.0,,,,,,,,,,,,,,,,,,,
corp_1000457,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000747,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002115,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000595,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1000507,0.0,,,,,,,,,,,,,,9.0,1.0,920000.0,2.0,0.0,2.0,0.0,5.0,4600000.0,20.0,70246427.0,4.0,15606490000.0,,,,,,,,,,,,,
corp_1002372,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1004052,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,
corp_1004887,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002319,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002544,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001846,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,3438828.0,,,,,,,,,,,,,,,
corp_1001535,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1004548,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
corp_1002973,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
corp_1002391,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002643,1.0,3.0,,,,,,,,,,,,,6.0,2.0,0.0,1.0,0.0,5.0,1350810000.0,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,
corp_1001960,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1498200.0,4.0,2102194.0,,
corp_1004561,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000395,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001044,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,6135000.0,8.0,11377000.0,1.0,10280000.0,1.0,10280000.0,,
corp_1002378,1.0,4.0,,,,,,,,,,,,,6.0,,,1.0,116480.0,3.0,97302218.14,1.0,130009.0,2.0,480294.0,,,,,,,,,,,,,,,
corp_1003754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002598,0.0,5.0,,,,,,,,,,,,,5.0,2.0,17852066.17,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1002798,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003249,1.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,265000.0,1.0,0.0,,,2.0,,,1.0,1700000.0,,,,,,,,
corp_1001494,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001895,0.0,3.0,,,,,,,,,,,,,4.0,,,2.0,1081590.0,3.0,75920620.0,9.0,99720509.14,4.0,13136000.0,,,6.0,3.0,20834108.81,1.0,0.0,8.0,4737676.16,8.0,5673710.0,12.0,15772356.23,,
corp_1000218,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1000137,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000145,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,
corp_1000876,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001291,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001948,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002320,0.0,5.0,,,,,,,,,,,,,6.0,3.0,0.0,2.0,122760.0,7.0,205000.0,14.0,1504870.0,22.0,2525792.0,,,11.0,2.0,489050.0,21.0,6871600.0,34.0,13613045.0,84.0,37705485.43,59.0,33457822.0,,
corp_1002000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000003,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000767,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000353,1.0,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
corp_1001123,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003025,0.0,2.0,,,,,,,,,,,,,5.0,1.0,4176792.28,2.0,2796000.0,,,3.0,9296052.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,
corp_1002736,0.0,,,,,,,,,,,,,,2.0,,,,,1.0,0.0,1.0,0.0,,,,,5.0,,,,,1.0,1285600.0,1.0,489060.0,,,,
corp_1004308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000974,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002950,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,7500000.0,,
corp_1000800,0.0,4.0,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,,5.0,1824000.0,1.0,0.0,,,,,,,,,,,,,
corp_1002899,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000167,1.0,2.0,,,,,,,,,,,,,3.0,,,,,2.0,8890000.0,5.0,5864320.0,2.0,0.0,,,,,,,,,,,,,,,
corp_1002238,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004954,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,7.0,6740000.0,,,,
corp_1002820,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,1.0,21600.0,,
corp_1003229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000335,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001918,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,3364120.0,3.0,15880782.0,,,1.0,,,,,,,,,1.0,749392.0,,
corp_1004053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002600,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004939,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001715,0.0,,,,,,,,,,,,,,4.0,,,1.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
corp_1003469,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,5020000.0,,
corp_1001219,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003981,0.0,,,,,,,,,,,,,,4.0,,,1.0,221130.0,2.0,4876085.0,1.0,1556986.3,3.0,3258.601901,,,1.0,,,,,,,,,,,,
corp_1002932,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004679,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,5967000.0,,,,,,,,,,,,,,,
corp_1003774,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000919,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000924,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002660,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004244,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004703,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000248,1.0,2.0,,,,,,,,,,,,,2.0,,,1.0,0.0,,,,,2.0,382276.28,,,,,,,,,,,,,,,
corp_1000871,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004534,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,0.0,,,1.0,,,,,1.0,4358900.0,,,,,,
corp_1000831,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000523,0.0,1.0,,,,,,,,,,,,,4.0,,,,,3.0,19275383.03,1.0,0.0,3.0,3036000.0,,,3.0,,,2.0,1328000.0,1.0,690000.0,3.0,806400.0,,,,
corp_1002654,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001263,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004311,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,1.0,19998900.0,,,,,,
corp_1001795,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004874,1.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,230250.0,,,,,,,,,,,,,,,,,
corp_1000865,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002583,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,120000.0,,,,
corp_1000121,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000797,0.0,4.0,,,,,,,,,,,,,8.0,3.0,0.0,9.0,7985000.0,18.0,1929250611.0,22.0,10176816.0,22.0,65154928.84,,,1.0,,,,,1.0,224000.0,,,,,,
corp_1004319,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001338,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,760000.0,1.0,163800.0,,,2.0,1063880.0,1.0,276000.0,,
corp_1000288,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001876,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,2.0,0.0,,,,,1.0,1.0,0.0,,,,,,,,,,
corp_1002417,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002481,0.0,7.0,,,,,,,,,,,,,7.0,,,3.0,0.0,2.0,893000.0,2.0,4980000.0,12.0,23658800.0,1.0,0.0,,,,,,,,,,,,,
corp_1002503,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003042,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003582,0.0,5.0,,,,,,,,,,,,,6.0,,,1.0,0.0,3.0,2948930.0,3.0,4726000.0,4.0,4496500.0,2.0,11345600.0,,,,,,,,,,,,,
corp_1003681,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001692,1.0,2.0,,,,,,,,,,,,,3.0,,,9.0,93103341.45,1.0,27457515.0,,,3.0,99883922.44,,,4.0,,,1.0,1880000.0,4.0,1445200.0,2.0,0.0,9.0,42871625.28,,
corp_1001549,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,3.0,,,1.0,714153.59,,,,,1.0,843082.0,,
corp_1002077,0.0,,,,,,,,,,,,,,6.0,1.0,1800000.0,,,7.0,10155000.0,15.0,14465120.0,6.0,4340000.0,,,10.0,2.0,2000000.0,7.0,11629000.0,15.0,31713500.0,4.0,4970000.0,2.0,4499000.0,1.0,0.0
corp_1004041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004953,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003688,1.0,1.0,,,,,,,,,,,,,3.0,1.0,3748500.0,,,,,2.0,12408005.6,2.0,8480000.0,,,5.0,,,8.0,41486246.0,2.0,2390000.0,2.0,1727180.0,4.0,11497205.0,,
corp_1001855,1.0,1.0,,,,,,,,,,,,,3.0,,,,,3.0,1405986.0,2.0,253968.0,2.0,0.0,,,,,,,,,,,,,,,
corp_1004866,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002823,0.0,5.0,,,,,,,,,,,,,8.0,3.0,0.0,4.0,20364200.0,3.0,9476600.0,9.0,27389800.0,15.0,41860358.5,1.0,428000.0,9.0,2.0,932800.0,4.0,3628400.0,3.0,1542600.0,3.0,3580600.0,5.0,5581300.0,,
corp_1002844,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000827,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001686,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001292,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
corp_1002879,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002349,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001575,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001554,1.0,2.0,,,,,,,,,,,,,4.0,,,1.0,0.0,1.0,1207065.0,2.0,0.0,,,1.0,0.0,1.0,,,2.0,4324704.0,,,,,,,,
corp_1002334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003723,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,12387801.66,,,,,,,,,,,,,,,
corp_1002529,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004700,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003756,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001627,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001470,0.0,1.0,,,,,,,,,,,,,7.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
corp_1001751,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000593,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000184,0.0,4.0,,,,,,,,,,,,,4.0,,,,,2.0,76000000.0,3.0,6660000.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,
corp_1003024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004563,1.0,4.0,,,,,,,,,,,,,6.0,,,3.0,0.0,4.0,18392336.0,5.0,217600000.0,4.0,2369022.4,1.0,0.0,,,,,,,,,,,,,
corp_1000382,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001453,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,308064606.5,,,,,,,,,,,,,,,
corp_1002426,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000544,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003621,0.0,1.0,,,,,,,,,,,,,2.0,1.0,2511095.46,,,2.0,6686221.4399999995,,,,,,,,,,,,,,,,,,,
corp_1002607,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002912,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,9360000.0,1.0,0.0,,
corp_1004691,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004237,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000208,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003496,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000307,1.0,1.0,,,,,,,,,,,,,3.0,,,,,2.0,3351000.0,4.0,6641280.0,8.0,15577675.0,,,1.0,,,,,,,,,1.0,299000.0,,
corp_1003199,1.0,3.0,,,,,,,,,,,,,4.0,,,,,12.0,68571630.69,13.0,38648376.0,16.0,42049000.99,3.0,20543400.0,4.0,,,1.0,895000.0,2.0,3600000.0,9.0,15167900.0,18.0,52389122.364153996,,
corp_1003878,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003713,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000480,0.0,4.0,,,,,,,,,,,,,12.0,72.0,8274211.07,64.0,0.0,29.0,0.0,25.0,0.0,33.0,6294350.0,3.0,9400000.0,,,,,,,,,,,,,
corp_1001046,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,3862000.0,,,,,,,,,,,,,,,,,
corp_1001025,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,1947964.56,,,,,,,,,,,,,,,
corp_1002056,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002758,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001881,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002940,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002909,0.0,6.0,,,,,,,,,,,,,10.0,4.0,37400000.0,14.0,81630670.0,28.0,553984736.0,23.0,159144510.0,34.0,122479328.514,1.0,0.0,1.0,,,,,,,1.0,950.0,,,,
corp_1002284,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003829,0.0,3.0,,,,,,,,,,,,,6.0,1.0,299000.0,1.0,0.0,5.0,387000.0,8.0,294037.74,10.0,7628000.0,3.0,8859125.0,5.0,,,1.0,250000.0,12.0,2205000.0,22.0,13154825.8,18.0,15185900.0,1.0,0.0
corp_1002226,1.0,2.0,,,,,,,,,,,,,6.0,4.0,16135300.0,,,1.0,13152426.59,1.0,12407809.47,1.0,180000.0,,,,,,,,,,,,,,,
corp_1004001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000923,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001380,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001280,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002654,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000032,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004046,1.0,3.0,,,,,,,,,,,,,3.0,,,1.0,0.0,,,1.0,6148000.0,1.0,3500000.0,,,,,,,,,,,,,,,
corp_1004081,1.0,,,,,,,,,,,,,,3.0,,,1.0,0.0,2.0,0.0,,,,,,,1.0,,,,,,,,,,,,
corp_1004795,1.0,2.0,,,,,,,,,,,,,4.0,1.0,0.0,,,6.0,13970000.0,1.0,0.0,3.0,6050884.96,,,6.0,,,1.0,780000.0,1.0,2030000.0,1.0,1448000.0,2.0,2953000.0,,
